PLOT_ID,CENTER_LON,CENTER_LAT,SIZE_M,SHAPE,FLAGGED,ANALYSES,SAMPLE_POINTS,USER_ID,ANALYSIS_DURATION,COLLECTION_TIME,PL_LONGITUDE,PL_LATITUDE,PL_FID_REFDTA,PL_CID,PL_FID_CUT_20,PL_NIVEL2,PL_NIV2_INT,PL_BUFF_DIST,PL_ORIG_FID,PL_TRUENIV2_I,PL_PLOTID,CLASES DE ELEMENTOS DE PAISAJE:ARBOL NATIVO,CLASES DE ELEMENTOS DE PAISAJE:ARBOL DE PLANTACION,CLASES DE ELEMENTOS DE PAISAJE:ARBOL DE MANGLE,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION HERBECEA/PASTOS,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION ARBUSTIVA,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION DE PARAMO,CLASES DE ELEMENTOS DE PAISAJE:AGUA NATURAL,CLASES DE ELEMENTOS DE PAISAJE:AGUA ARTIFICIAL,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION DE HUMEDALES,CLASES DE ELEMENTOS DE PAISAJE:CULTIVOS,CLASES DE ELEMENTOS DE PAISAJE:ESTRUCTURA DE VIVIENDA,CLASES DE ELEMENTOS DE PAISAJE:CONSTRUCCION DE INFRAESTRUCTURA,CLASES DE ELEMENTOS DE PAISAJE:CARRETERAS Y LOTES,CLASES DE ELEMENTOS DE PAISAJE:VEGETACION DE ASENTAMIENTOS,CLASES DE ELEMENTOS DE PAISAJE:SUELO DESNUDO,CLASES DE ELEMENTOS DE PAISAJE:NIEVE/HIELO,CLASES DE ELEMENTOS DE PAISAJE:OTRAS/NUBE
1891,-78.11418774,0.328793057,30.0,square,false,0,25,,,,-78.11418774,0.328793057,541,0,0,AREA POBLADA,1,20,36012,0,541_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1892,-78.48322072,0.893896801,30.0,square,false,0,25,,,,-78.48322072,0.893896801,31048,10,10,TIERRA AGROPECUARIA,5,20,38299,0,31048_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1893,-78.75845665,-1.550852138,30.0,square,false,0,25,,,,-78.75845665,-1.550852138,544,0,0,AREA POBLADA,1,20,18666,0,544_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,-79.14378939,-1.668417744,30.0,square,false,0,25,,,,-79.14378939,-1.668417744,10121,3,3,BOSQUE NATIVO,4,20,17592,0,10121_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1895,-79.57445892,-4.266605889,30.0,square,false,0,25,,,,-79.57445892,-4.266605889,11451,3,3,BOSQUE NATIVO,4,20,1692,0,11451_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1896,-78.60780465,-1.860342722,30.0,square,false,0,25,,,,-78.60780465,-1.860342722,4478,1,1,AREA SIN COBERTURA VEGETAL,2,20,15881,0,4478_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,-79.71303243,-0.900874469,30.0,square,false,0,25,,,,-79.71303243,-0.900874469,7505,2,2,ARTIFICIAL,3,20,23991,0,7505_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,-80.34582142,-0.652978208,30.0,square,false,0,25,,,,-80.34582142,-0.652978208,7507,2,2,ARTIFICIAL,3,20,27147,0,7507_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,-75.7567755,-1.407146544,30.0,square,false,0,25,,,,-75.7567755,-1.407146544,23405,7,7,NATURAL,3,20,20422,0,23405_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,-79.29496522,-4.863893585,30.0,square,false,0,25,,,,-79.29496522,-4.863893585,24739,8,8,PARAMO,7,20,28,0,24739_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1901,-79.40282802,-3.350713511,30.0,square,false,0,25,,,,-79.40282802,-3.350713511,3164,1,1,AREA SIN COBERTURA VEGETAL,2,20,5367,0,3164_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,-76.28329967,-0.290358658,30.0,square,false,0,25,,,,-76.28329967,-0.290358658,23401,7,7,NATURAL,3,20,30669,0,23401_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,-77.93166758,-0.526425918,30.0,square,false,0,25,,,,-77.93166758,-0.526425918,3160,1,1,AREA SIN COBERTURA VEGETAL,2,20,28291,0,3160_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,-77.32758684,-0.783656783,30.0,square,false,0,25,,,,-77.32758684,-0.783656783,32368,10,10,TIERRA AGROPECUARIA,5,20,24967,0,32368_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,-78.69181213,-0.427138406,30.0,square,false,0,25,,,,-78.69181213,-0.427138406,32367,10,10,TIERRA AGROPECUARIA,5,20,29666,0,32367_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,-78.57964598,0.048981979,30.0,square,false,0,25,,,,-78.57964598,0.048981979,31037,10,10,TIERRA AGROPECUARIA,5,20,34241,0,31037_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,-79.63357147,0.88575312,30.0,square,false,0,25,,,,-79.63357147,0.88575312,553,0,0,AREA POBLADA,1,20,38275,0,553_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1908,-79.94906311,-2.371193517,30.0,square,false,0,25,,,,-79.94906311,-2.371193517,7516,2,2,ARTIFICIAL,3,20,11189,0,7516_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1909,-80.12124399,-3.401599693,30.0,square,false,0,25,,,,-80.12124399,-3.401599693,7515,2,2,ARTIFICIAL,3,20,4972,0,7515_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,-79.02545793,-2.774443205,30.0,square,false,0,25,,,,-79.02545793,-2.774443205,36722,12,12,VEGETACION ARBUSTIVA,8,20,8059,0,36722_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1911,-77.99892096,0.439416926,30.0,square,false,0,25,,,,-77.99892096,0.439416926,31039,10,10,TIERRA AGROPECUARIA,5,20,36544,0,31039_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1912,-78.2659793,0.262313589,30.0,square,false,0,25,,,,-78.2659793,0.262313589,36724,12,12,VEGETACION ARBUSTIVA,8,20,35640,0,36724_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,-78.59816013,-0.369303479,30.0,square,false,0,25,,,,-78.59816013,-0.369303479,36725,12,12,VEGETACION ARBUSTIVA,8,20,30031,0,36725_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,-80.2901536,-0.651326417,30.0,square,false,0,25,,,,-80.2901536,-0.651326417,7534,2,2,ARTIFICIAL,3,20,27165,0,7534_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,-79.86286254,-1.559155303,30.0,square,false,0,25,,,,-79.86286254,-1.559155303,23413,7,7,NATURAL,3,20,18617,0,23413_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1916,-78.9259674,-0.18065224,30.0,square,false,0,25,,,,-78.9259674,-0.18065224,32356,10,10,TIERRA AGROPECUARIA,5,20,31661,0,32356_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,-78.14375348,-0.49888786,30.0,square,false,0,25,,,,-78.14375348,-0.49888786,3169,1,1,AREA SIN COBERTURA VEGETAL,2,20,28534,0,3169_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1918,-80.13046289,-1.411349415,30.0,square,false,0,25,,,,-80.13046289,-1.411349415,31022,10,10,TIERRA AGROPECUARIA,5,20,20446,0,31022_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1919,-78.06756313,-0.027969305,30.0,square,false,0,25,,,,-78.06756313,-0.027969305,31029,10,10,TIERRA AGROPECUARIA,5,20,33057,0,31029_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,-79.49303548,-3.905480316,30.0,square,false,0,25,,,,-79.49303548,-3.905480316,36713,12,12,VEGETACION ARBUSTIVA,8,20,2968,0,36713_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,-78.96611184,-2.154253189,30.0,square,false,0,25,,,,-78.96611184,-2.154253189,41296,13,13,VEGETACION HERBACEA,9,20,13633,0,41296_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,-79.82421466,-2.274587816,30.0,square,false,0,25,,,,-79.82421466,-2.274587816,6212,2,2,ARTIFICIAL,3,20,12218,0,6212_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1923,-79.91403496,-2.189399112,30.0,square,false,0,25,,,,-79.91403496,-2.189399112,21684,7,7,NATURAL,3,20,13269,0,21684_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,-79.90464502,-2.055165154,30.0,square,false,0,25,,,,-79.90464502,-2.055165154,21683,7,7,NATURAL,3,20,14549,0,21683_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,-79.11223315,-3.408966951,30.0,square,false,0,25,,,,-79.11223315,-3.408966951,3184,1,1,AREA SIN COBERTURA VEGETAL,2,20,4882,0,3184_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1926,-79.963199,-2.610396328,30.0,square,false,0,25,,,,-79.963199,-2.610396328,3182,1,1,AREA SIN COBERTURA VEGETAL,2,20,9130,0,3182_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1927,-79.2657732,-0.901820197,30.0,square,false,0,25,,,,-79.2657732,-0.901820197,36704,12,12,VEGETACION ARBUSTIVA,8,20,23982,0,36704_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,-76.75906386,-0.573638585,30.0,square,false,0,25,,,,-76.75906386,-0.573638585,11407,3,3,BOSQUE NATIVO,4,20,27925,0,11407_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,-79.03403605,-1.698910565,30.0,square,false,0,25,,,,-79.03403605,-1.698910565,579,0,0,AREA POBLADA,1,20,16922,0,579_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,-79.88516428,-1.577261229,30.0,square,false,0,25,,,,-79.88516428,-1.577261229,32341,10,10,TIERRA AGROPECUARIA,5,20,18496,0,32341_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931,-77.77948904,-0.094973272,30.0,square,false,0,25,,,,-77.77948904,-0.094973272,3179,1,1,AREA SIN COBERTURA VEGETAL,2,20,32445,0,3179_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,-79.98397838,0.30181828,30.0,square,false,0,25,,,,-79.98397838,0.30181828,7538,2,2,ARTIFICIAL,3,20,35864,0,7538_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,-78.6286937,-1.590708834,30.0,square,false,0,25,,,,-78.6286937,-1.590708834,41292,13,13,VEGETACION HERBACEA,9,20,18384,0,41292_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,-80.4136191,-0.743598293,30.0,square,false,0,25,,,,-80.4136191,-0.743598293,36703,12,12,VEGETACION ARBUSTIVA,8,20,25360,0,36703_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,-79.70110814,-0.822842006,30.0,square,false,0,25,,,,-79.70110814,-0.822842006,8882,2,2,ARTIFICIAL,3,20,24654,0,8882_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,-79.03585691,1.202124462,30.0,square,false,0,25,,,,-79.03585691,1.202124462,21699,7,7,NATURAL,3,20,38800,0,21699_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,-79.32298947,0.20174146,30.0,square,false,0,25,,,,-79.32298947,0.20174146,21697,7,7,NATURAL,3,20,35200,0,21697_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,-75.36397843,-0.500913212,30.0,square,false,0,25,,,,-75.36397843,-0.500913212,41287,13,13,VEGETACION HERBACEA,9,20,28467,0,41287_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1939,-80.65500477,-2.372454194,30.0,square,false,0,25,,,,-80.65500477,-2.372454194,3199,1,1,AREA SIN COBERTURA VEGETAL,2,20,11186,0,3199_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,-80.4638676,-0.450973856,30.0,square,false,0,25,,,,-80.4638676,-0.450973856,3196,1,1,AREA SIN COBERTURA VEGETAL,2,20,29443,0,3196_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,-77.33324468,-2.171479749,30.0,square,false,0,25,,,,-77.33324468,-2.171479749,3194,1,1,AREA SIN COBERTURA VEGETAL,2,20,13434,0,3194_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,-77.18521128,-0.546469171,30.0,square,false,0,25,,,,-77.18521128,-0.546469171,582,0,0,AREA POBLADA,1,20,28126,0,582_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1943,-79.87242274,-2.482842797,30.0,square,false,0,25,,,,-79.87242274,-2.482842797,8879,2,2,ARTIFICIAL,3,20,10188,0,8879_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1944,-79.08660615,-3.834682279,30.0,square,false,0,25,,,,-79.08660615,-3.834682279,13122,4,4,BOSQUE NATIVO,4,20,3295,0,13122_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,-76.3130875,-0.293779513,30.0,square,false,0,25,,,,-76.3130875,-0.293779513,10094,3,3,BOSQUE NATIVO,4,20,30629,0,10094_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1946,-78.43363293,-0.705415436,30.0,square,false,0,25,,,,-78.43363293,-0.705415436,15781,5,5,GLACIAR,6,20,25751,0,15781_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1947,-78.71746547,-1.770861761,30.0,square,false,0,25,,,,-78.71746547,-1.770861761,40742,13,13,VEGETACION HERBACEA,9,20,16423,0,40742_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,-78.45587784,0.037996068,30.0,square,false,0,25,,,,-78.45587784,0.037996068,40741,13,13,VEGETACION HERBACEA,9,20,34132,0,40741_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,-78.39068347,-0.01041312,30.0,square,false,0,25,,,,-78.39068347,-0.01041312,40748,13,13,VEGETACION HERBACEA,9,20,33202,0,40748_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,-78.4224962,-1.742990171,30.0,square,false,0,25,,,,-78.4224962,-1.742990171,26437,8,8,PARAMO,7,20,16593,0,26437_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,-78.61670689,-1.154158807,30.0,square,false,0,25,,,,-78.61670689,-1.154158807,27768,9,9,PLANTACION FORESTAL,4,20,22007,0,27768_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,-79.40326678,-0.556605538,30.0,square,false,0,25,,,,-79.40326678,-0.556605538,27769,9,9,PLANTACION FORESTAL,4,20,28056,0,27769_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,-78.60767754,-1.680701705,30.0,square,false,0,25,,,,-78.60767754,-1.680701705,40738,13,13,VEGETACION HERBACEA,9,20,17348,0,40738_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,-79.29190258,-0.693160902,30.0,square,false,0,25,,,,-79.29190258,-0.693160902,22073,7,7,NATURAL,3,20,26033,0,22073_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1955,-78.89341118,-3.823656937,30.0,square,false,0,25,,,,-78.89341118,-3.823656937,22075,7,7,NATURAL,3,20,3342,0,22075_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,-78.56230698,-1.669603852,30.0,square,false,0,25,,,,-78.56230698,-1.669603852,27760,9,9,PLANTACION FORESTAL,4,20,17553,0,27760_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1957,-78.84009815,-2.711459574,30.0,square,false,0,25,,,,-78.84009815,-2.711459574,27761,9,9,PLANTACION FORESTAL,4,20,8377,0,27761_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1958,-79.73149389,-2.518049363,30.0,square,false,0,25,,,,-79.73149389,-2.518049363,22076,7,7,NATURAL,3,20,9887,0,22076_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,-78.79745401,-2.140299339,30.0,square,false,0,25,,,,-78.79745401,-2.140299339,39757,13,13,VEGETACION HERBACEA,9,20,13751,0,39757_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960,-80.12184002,-2.430215703,30.0,square,false,0,25,,,,-80.12184002,-2.430215703,6247,2,2,ARTIFICIAL,3,20,10685,0,6247_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1961,-79.27983653,-3.839653158,30.0,square,false,0,25,,,,-79.27983653,-3.839653158,39741,13,13,VEGETACION HERBACEA,9,20,3277,0,39741_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,-79.69731119,-2.689442155,30.0,square,false,0,25,,,,-79.69731119,-2.689442155,7577,2,2,ARTIFICIAL,3,20,8542,0,7577_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1963,-77.41035762,-2.132056912,30.0,square,false,0,25,,,,-77.41035762,-2.132056912,22088,7,7,NATURAL,3,20,13797,0,22088_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,-80.10997386,-3.783782645,30.0,square,false,0,25,,,,-80.10997386,-3.783782645,35382,11,11,TIERRA AGROPECUARIA,5,20,3475,0,35382_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1965,-79.87483631,-1.743260609,30.0,square,false,0,25,,,,-79.87483631,-1.743260609,40737,13,13,VEGETACION HERBACEA,9,20,16603,0,40737_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966,-78.61019059,-1.052946079,30.0,square,false,0,25,,,,-78.61019059,-1.052946079,40736,13,13,VEGETACION HERBACEA,9,20,22760,0,40736_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,-78.91872874,-2.685292171,30.0,square,false,0,25,,,,-78.91872874,-2.685292171,27779,9,9,PLANTACION FORESTAL,4,20,8562,0,27779_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1968,-78.76081937,-2.208179625,30.0,square,false,0,25,,,,-78.76081937,-2.208179625,40734,13,13,VEGETACION HERBACEA,9,20,13068,0,40734_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969,-77.84263521,-1.068014729,30.0,square,false,0,25,,,,-77.84263521,-1.068014729,22081,7,7,NATURAL,3,20,22624,0,22081_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970,-78.84663269,-4.656781185,30.0,square,false,0,25,,,,-78.84663269,-4.656781185,40727,13,13,VEGETACION HERBACEA,9,20,207,0,40727_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1971,-79.95164286,-1.008212844,30.0,square,false,0,25,,,,-79.95164286,-1.008212844,22083,7,7,NATURAL,3,20,23161,0,22083_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972,-79.33515409,-3.824818761,30.0,square,false,0,25,,,,-79.33515409,-3.824818761,25110,8,8,PARAMO,7,20,3341,0,25110_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1973,-77.11256408,-2.329121912,30.0,square,false,0,25,,,,-77.11256408,-2.329121912,22084,7,7,NATURAL,3,20,11515,0,22084_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974,-79.51789929,-3.11534001,30.0,square,false,0,25,,,,-79.51789929,-3.11534001,26440,8,8,PARAMO,7,20,6435,0,26440_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,-79.29159556,-4.228352776,30.0,square,false,0,25,,,,-79.29159556,-4.228352776,39744,13,13,VEGETACION HERBACEA,9,20,1862,0,39744_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976,-78.55253095,-1.66826589,30.0,square,false,0,25,,,,-78.55253095,-1.66826589,39743,13,13,VEGETACION HERBACEA,9,20,17578,0,39743_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977,-78.61927823,-1.597380609,30.0,square,false,0,25,,,,-78.61927823,-1.597380609,39747,13,13,VEGETACION HERBACEA,9,20,18326,0,39747_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,-78.08198957,0.411352332,30.0,square,false,0,25,,,,-78.08198957,0.411352332,38419,12,12,VEGETACION ARBUSTIVA,8,20,36423,0,38419_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979,-78.82655019,-1.46929982,30.0,square,false,0,25,,,,-78.82655019,-1.46929982,15762,5,5,GLACIAR,6,20,19589,0,15762_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
